order_id,customer_id,product_id,order_date,quantity,unit_price,discount_pct,total_amount,status
O00391,C0093,P015,2024-01-17,3,1951.61,0,5854.83,delivered
O00392,C0187,P042,2024-11-27,5,3974.66,5,18879.64,delivered
O00393,C0091,P004,2024-07-17,10,1682.61,0,16826.1,shipped
O00394,C0098,P042,2024-05-08,1,3974.66,0,3974.66,processing
O00395,C0137,P016,2024-12-26,10,2502.68,10,22524.12,delivered
O00396,C0178,P041,2024-04-10,3,3567.68,10,9632.74,cancelled
O00397,C0093,P034,2024-12-15,1,1331.02,0,1331.02,cancelled
O00398,C0156,P008,2024-08-07,1,2304.66,0,2304.66,delivered
O00399,C0051,P044,2024-01-03,5,160.62,0,803.1,shipped
O00400,C0049,P003,2024-06-14,1,3152.43,5,2994.81,shipped
O00401,C0190,P047,2024-06-03,5,3602.77,0,18013.85,delivered
O00402,C0110,P005,2024-06-11,3,4073.13,5,11608.42,cancelled
O00403,C0159,P005,2024-03-22,3,4073.13,0,12219.39,delivered
O00404,C0028,P027,2024-04-19,1,202.94,5,192.79,delivered
O00405,C0093,P015,2024-11-12,10,1951.61,5,18540.3,cancelled
O00406,C0196,P001,2024-06-26,1,4905.76,0,4905.76,processing
O00407,C0187,P047,2024-01-21,1,3602.77,5,3422.63,delivered
O00408,C0035,P030,2024-05-24,1,1878.9,0,1878.9,delivered
O00409,C0117,P039,2024-08-16,5,1618.34,0,8091.7,delivered
O00410,C0196,P014,2024-02-12,1,4450.74,15,3783.13,delivered
O00411,C0163,P041,2024-02-03,1,3567.68,0,3567.68,shipped
O00412,C0066,P033,2024-04-15,5,2510.24,5,11923.64,shipped
O00413,C0135,P050,2024-02-06,5,1742.23,10,7840.03,delivered
O00414,C0142,P026,2024-02-07,1,739.6,0,739.6,shipped
O00415,C0169,P005,2024-04-26,2,4073.13,15,6924.32,delivered
O00416,C0140,P049,2024-06-10,2,3222.41,0,6444.82,shipped
O00417,C0162,P001,2024-11-12,2,4905.76,0,9811.52,shipped
O00418,C0013,P005,2024-09-14,1,4073.13,0,4073.13,shipped
O00419,C0095,P045,2024-08-12,1,4024.19,0,4024.19,processing
O00420,C0008,P037,2024-04-22,1,2276.64,0,2276.64,delivered
O00421,C0166,P020,2024-03-14,10,1553.27,0,15532.7,processing
O00422,C0195,P028,2024-01-06,10,1850.64,5,17581.08,delivered
O00423,C0037,P003,2024-11-01,1,3152.43,0,3152.43,delivered
O00424,C0026,P021,2024-06-25,1,3458.12,0,3458.12,processing
O00425,C0156,P011,2024-04-23,1,1288.96,5,1224.51,delivered
O00426,C0035,P013,2024-10-17,3,1679.66,15,4283.13,processing
O00427,C0167,P036,2024-02-07,2,2471.25,0,4942.5,delivered
O00428,C0031,P014,2024-09-06,3,4450.74,20,10681.78,delivered
O00429,C0197,P017,2024-11-13,1,4011.7,0,4011.7,delivered
O00430,C0149,P034,2024-12-03,1,1331.02,0,1331.02,delivered
O00431,C0171,P043,2024-06-10,1,1028.86,20,823.09,delivered
O00432,C0098,P017,2024-12-30,3,4011.7,10,10831.59,delivered
O00433,C0112,P010,2024-06-18,3,2591.45,15,6608.2,delivered
O00434,C0110,P021,2024-02-25,2,3458.12,0,6916.24,shipped
O00435,C0089,P010,2024-04-10,5,2591.45,0,12957.25,processing
O00436,C0024,P005,2024-09-16,5,4073.13,5,19347.37,processing
O00437,C0176,P031,2024-04-18,3,2661.41,15,6786.6,delivered
O00438,C0166,P041,2024-03-17,2,3567.68,0,7135.36,delivered
O00439,C0178,P020,2024-09-13,1,1553.27,5,1475.61,delivered
O00440,C0153,P001,2024-11-10,3,4905.76,5,13981.42,shipped
O00441,C0043,P034,2024-10-16,1,1331.02,15,1131.37,shipped
O00442,C0046,P037,2024-01-21,10,2276.64,0,22766.4,delivered
O00443,C0020,P018,2024-01-22,1,3024.18,5,2872.97,delivered
O00444,C0112,P030,2024-08-20,2,1878.9,15,3194.13,delivered
O00445,C0196,P024,2024-09-23,1,402.94,5,382.79,delivered
O00446,C0084,P044,2024-03-30,2,160.62,0,321.24,delivered
O00447,C0178,P050,2024-02-09,5,1742.23,5,8275.59,delivered
O00448,C0070,P040,2024-06-25,2,2724.58,0,5449.16,delivered
O00449,C0183,P001,2024-03-12,2,4905.76,0,9811.52,delivered
O00450,C0156,P050,2024-03-17,1,1742.23,0,1742.23,delivered
O00451,C0036,P016,2024-06-18,2,2502.68,10,4504.82,delivered
O00452,C0147,P037,2024-03-23,1,2276.64,5,2162.81,delivered
O00453,C0079,P003,2024-10-30,1,3152.43,0,3152.43,shipped
O00454,C0011,P043,2024-03-26,1,1028.86,0,1028.86,delivered
O00455,C0125,P045,2024-11-22,10,4024.19,0,40241.9,shipped
O00456,C0200,P020,2024-04-20,10,1553.27,0,15532.7,cancelled
O00457,C0148,P012,2024-07-29,1,1804.15,5,1713.94,shipped
O00458,C0058,P047,2024-05-15,3,3602.77,0,10808.31,shipped
O00459,C0141,P045,2024-04-27,2,4024.19,0,8048.38,delivered
O00460,C0005,P014,2024-09-15,2,4450.74,5,8456.41,processing
O00461,C0184,P007,2024-11-10,1,4063.13,5,3859.97,processing
O00462,C0162,P039,2024-02-17,3,1618.34,0,4855.02,delivered
O00463,C0183,P041,2024-12-13,5,3567.68,5,16946.48,delivered
O00464,C0115,P003,2024-08-07,3,3152.43,0,9457.29,processing
O00465,C0119,P027,2024-12-22,2,202.94,5,385.59,delivered
O00466,C0082,P037,2024-02-12,3,2276.64,0,6829.92,processing
O00467,C0126,P018,2024-12-29,1,3024.18,10,2721.76,delivered
O00468,C0159,P008,2024-07-11,2,2304.66,5,4378.85,shipped
O00469,C0098,P032,2024-03-20,1,1270.56,0,1270.56,delivered
O00470,C0083,P041,2024-07-06,2,3567.68,5,6778.59,cancelled
O00471,C0123,P015,2024-10-12,2,1951.61,0,3903.22,delivered
O00472,C0169,P037,2024-06-06,1,2276.64,5,2162.81,shipped
O00473,C0123,P010,2024-12-03,5,2591.45,0,12957.25,delivered
O00474,C0051,P007,2024-07-24,1,4063.13,10,3656.82,processing
O00475,C0187,P004,2024-11-21,1,1682.61,0,1682.61,delivered
O00476,C0046,P037,2024-08-10,10,2276.64,0,22766.4,delivered
O00477,C0115,P006,2024-07-15,2,2339.17,15,3976.59,delivered
O00478,C0197,P040,2024-11-01,1,2724.58,0,2724.58,shipped
O00479,C0055,P049,2024-01-06,2,3222.41,0,6444.82,shipped
O00480,C0157,P020,2024-11-02,1,1553.27,5,1475.61,shipped
O00481,C0187,P012,2024-07-03,3,1804.15,0,5412.45,delivered
O00482,C0050,P006,2024-07-23,10,2339.17,0,23391.7,delivered
O00483,C0178,P014,2024-12-26,2,4450.74,0,8901.48,delivered
O00484,C0090,P042,2024-06-27,10,3974.66,0,39746.6,processing
O00485,C0070,P045,2024-08-20,10,4024.19,15,34205.62,delivered
O00486,C0083,P013,2024-02-24,2,1679.66,5,3191.35,delivered
O00487,C0106,P008,2024-05-11,5,2304.66,15,9794.81,processing
O00488,C0175,P018,2024-07-12,3,3024.18,5,8618.91,shipped
O00489,C0105,P036,2024-10-27,3,2471.25,15,6301.69,delivered
O00490,C0083,P005,2024-04-22,1,4073.13,5,3869.47,delivered
O00491,C0098,P032,2024-09-21,10,1270.56,5,12070.32,shipped
O00492,C0084,P017,2024-07-23,1,4011.7,5,3811.11,processing
O00493,C0024,P042,2024-08-31,10,3974.66,0,39746.6,delivered
O00494,C0173,P019,2024-12-15,1,1626.41,15,1382.45,delivered
O00495,C0063,P017,2024-05-15,3,4011.7,0,12035.1,delivered
O00496,C0080,P047,2024-02-24,1,3602.77,0,3602.77,delivered
O00497,C0200,P038,2024-10-04,2,466.31,20,746.1,processing
O00498,C0117,P047,2024-10-21,1,3602.77,15,3062.35,delivered
O00499,C0155,P019,2024-10-22,1,1626.41,0,1626.41,delivered
O00500,C0131,P037,2024-01-17,10,2276.64,5,21628.08,delivered
O00501,C0055,P036,2024-12-23,10,2471.25,5,23476.88,delivered
O00502,C0003,P001,2024-07-13,3,4905.76,5,13981.42,delivered
O00503,C0186,P018,2024-05-14,1,3024.18,0,3024.18,delivered
O00504,C0186,P026,2024-09-12,1,739.6,0,739.6,delivered
O00505,C0117,P028,2024-05-23,5,1850.64,0,9253.2,delivered
O00506,C0175,P016,2024-05-18,5,2502.68,10,11262.06,delivered
O00507,C0119,P014,2024-03-17,1,4450.74,0,4450.74,delivered
O00508,C0130,P038,2024-11-18,1,466.31,5,442.99,shipped
O00509,C0149,P021,2024-10-17,1,3458.12,0,3458.12,delivered
O00510,C0051,P004,2024-05-10,1,1682.61,0,1682.61,shipped
O00511,C0140,P026,2024-07-03,1,739.6,5,702.62,cancelled
O00512,C0082,P027,2024-03-03,1,202.94,0,202.94,shipped
O00513,C0184,P014,2024-11-28,2,4450.74,5,8456.41,delivered
O00514,C0090,P027,2024-09-18,1,202.94,0,202.94,shipped
O00515,C0025,P030,2024-08-25,2,1878.9,5,3569.91,delivered
O00516,C0052,P049,2024-06-21,5,3222.41,0,16112.05,shipped
O00517,C0125,P005,2024-06-24,1,4073.13,0,4073.13,delivered
O00518,C0092,P019,2024-07-21,2,1626.41,0,3252.82,delivered
O00519,C0112,P044,2024-08-18,2,160.62,0,321.24,delivered
O00520,C0006,P010,2024-12-04,3,2591.45,0,7774.35,shipped
O00521,C0025,P015,2024-02-22,1,1951.61,0,1951.61,cancelled
O00522,C0146,P042,2024-07-22,1,3974.66,5,3775.93,cancelled
O00523,C0032,P018,2024-02-13,2,3024.18,5,5745.94,processing
O00524,C0097,P016,2024-05-25,1,2502.68,0,2502.68,delivered
O00525,C0160,P012,2024-12-05,1,1804.15,0,1804.15,processing
O00526,C0146,P036,2024-10-03,10,2471.25,15,21005.62,delivered
O00527,C0042,P041,2024-11-01,1,3567.68,0,3567.68,shipped
O00528,C0171,P033,2024-11-23,2,2510.24,5,4769.46,processing
O00529,C0148,P041,2024-02-15,1,3567.68,0,3567.68,delivered
O00530,C0083,P011,2024-01-01,1,1288.96,5,1224.51,shipped
O00531,C0042,P027,2024-09-30,1,202.94,0,202.94,cancelled
O00532,C0147,P021,2024-08-08,1,3458.12,10,3112.31,delivered
O00533,C0002,P042,2024-07-29,1,3974.66,15,3378.46,delivered
O00534,C0080,P012,2024-11-26,3,1804.15,0,5412.45,delivered
O00535,C0084,P006,2024-05-02,2,2339.17,5,4444.42,shipped
O00536,C0186,P019,2024-09-29,1,1626.41,10,1463.77,delivered
O00537,C0021,P013,2024-02-26,1,1679.66,5,1595.68,shipped
O00538,C0087,P047,2024-06-13,2,3602.77,0,7205.54,delivered
O00539,C0162,P002,2024-02-22,1,3948.93,0,3948.93,delivered
O00540,C0136,P001,2024-03-18,1,4905.76,0,4905.76,delivered
O00541,C0130,P021,2024-09-12,3,3458.12,20,8299.49,delivered
O00542,C0009,P026,2024-03-15,1,739.6,0,739.6,shipped
O00543,C0023,P041,2024-04-08,2,3567.68,15,6065.06,delivered
O00544,C0119,P001,2024-12-31,1,4905.76,0,4905.76,shipped
O00545,C0137,P017,2024-01-18,3,4011.7,0,12035.1,shipped
O00546,C0030,P040,2024-04-16,3,2724.58,0,8173.74,shipped
O00547,C0097,P024,2024-01-22,1,402.94,10,362.65,delivered
O00548,C0037,P018,2024-06-01,2,3024.18,0,6048.36,processing
O00549,C0067,P008,2024-08-10,1,2304.66,0,2304.66,delivered
O00550,C0088,P044,2024-05-04,1,160.62,0,160.62,delivered
O00551,C0146,P045,2024-02-15,1,4024.19,0,4024.19,delivered
O00552,C0188,P026,2024-11-16,10,739.6,0,7396.0,delivered
O00553,C0049,P041,2024-03-05,3,3567.68,0,10703.04,delivered
O00554,C0169,P050,2024-08-12,3,1742.23,10,4704.02,delivered
O00555,C0118,P027,2024-05-08,3,202.94,15,517.5,delivered
O00556,C0136,P042,2024-12-22,1,3974.66,0,3974.66,delivered
O00557,C0166,P027,2024-08-27,1,202.94,0,202.94,processing
O00558,C0168,P012,2024-03-20,1,1804.15,0,1804.15,processing
O00559,C0164,P028,2024-11-22,2,1850.64,5,3516.22,shipped
O00560,C0005,P047,2024-11-13,5,3602.77,0,18013.85,shipped
O00561,C0198,P041,2024-04-07,5,3567.68,5,16946.48,delivered
O00562,C0168,P011,2024-06-14,2,1288.96,0,2577.92,delivered
O00563,C0030,P040,2024-01-23,3,2724.58,10,7356.37,delivered
O00564,C0009,P014,2024-04-08,1,4450.74,0,4450.74,delivered
O00565,C0121,P038,2024-12-25,2,466.31,5,885.99,delivered
O00566,C0068,P045,2024-01-07,3,4024.19,15,10261.68,delivered
O00567,C0150,P006,2024-11-23,2,2339.17,0,4678.34,delivered
O00568,C0128,P028,2024-01-30,3,1850.64,10,4996.73,delivered
O00569,C0011,P005,2024-02-09,5,4073.13,15,17310.8,cancelled
O00570,C0030,P007,2024-09-29,3,4063.13,0,12189.39,delivered
O00571,C0198,P017,2024-04-01,2,4011.7,5,7622.23,delivered
O00572,C0033,P049,2024-12-11,2,3222.41,0,6444.82,shipped
O00573,C0032,P012,2024-10-08,3,1804.15,0,5412.45,delivered
O00574,C0050,P041,2024-08-14,10,3567.68,15,30325.28,processing
O00575,C0167,P024,2024-07-30,5,402.94,10,1813.23,delivered
O00576,C0100,P045,2024-10-06,1,4024.19,0,4024.19,shipped
O00577,C0082,P028,2024-08-17,10,1850.64,20,14805.12,delivered
O00578,C0009,P020,2024-09-22,2,1553.27,0,3106.54,processing
O00579,C0002,P021,2024-04-19,10,3458.12,15,29394.02,delivered
O00580,C0088,P042,2024-10-19,2,3974.66,15,6756.92,delivered
O00581,C0010,P036,2024-03-11,1,2471.25,0,2471.25,processing
O00582,C0080,P016,2024-06-02,1,2502.68,0,2502.68,delivered
O00583,C0067,P005,2024-09-04,3,4073.13,0,12219.39,processing
O00584,C0175,P007,2024-06-02,2,4063.13,0,8126.26,processing
O00585,C0119,P006,2024-06-20,3,2339.17,0,7017.51,processing
O00586,C0128,P008,2024-04-26,5,2304.66,10,10370.97,processing
O00587,C0003,P049,2024-07-14,3,3222.41,0,9667.23,delivered
O00588,C0099,P041,2024-06-16,2,3567.68,5,6778.59,delivered
O00589,C0014,P031,2024-10-31,10,2661.41,5,25283.4,delivered
O00590,C0134,P020,2024-03-16,3,1553.27,0,4659.81,delivered
O00591,C0173,P004,2024-05-14,2,1682.61,0,3365.22,delivered
O00592,C0041,P010,2024-04-11,2,2591.45,0,5182.9,shipped
O00593,C0062,P042,2024-09-25,2,3974.66,0,7949.32,delivered
O00594,C0134,P024,2024-10-21,3,402.94,0,1208.82,shipped
O00595,C0131,P028,2024-06-13,1,1850.64,0,1850.64,shipped
O00596,C0096,P012,2024-11-11,10,1804.15,10,16237.35,processing
O00597,C0189,P011,2024-04-29,2,1288.96,0,2577.92,delivered
O00598,C0026,P008,2024-05-04,3,2304.66,15,5876.88,cancelled
O00599,C0091,P001,2024-02-26,1,4905.76,0,4905.76,delivered
O00600,C0102,P015,2024-04-18,3,1951.61,0,5854.83,delivered
O00601,C0083,P042,2024-03-13,2,3974.66,5,7551.85,shipped
O00602,C0118,P044,2024-09-26,10,160.62,0,1606.2,delivered
O00603,C0090,P014,2024-11-12,3,4450.74,0,13352.22,delivered
O00604,C0003,P005,2024-05-18,1,4073.13,5,3869.47,processing
O00605,C0112,P007,2024-11-28,1,4063.13,0,4063.13,cancelled
O00606,C0155,P007,2024-09-05,10,4063.13,15,34536.61,delivered
O00607,C0059,P014,2024-08-22,2,4450.74,5,8456.41,shipped
O00608,C0011,P017,2024-06-05,10,4011.7,0,40117.0,delivered
O00609,C0050,P002,2024-06-29,1,3948.93,0,3948.93,delivered
O00610,C0153,P019,2024-11-16,5,1626.41,0,8132.05,delivered
O00611,C0008,P042,2024-04-25,10,3974.66,0,39746.6,processing
O00612,C0198,P010,2024-07-14,1,2591.45,5,2461.88,shipped
O00613,C0190,P016,2024-10-20,2,2502.68,0,5005.36,cancelled
O00614,C0183,P026,2024-03-08,2,739.6,0,1479.2,delivered
O00615,C0164,P014,2024-06-07,5,4450.74,5,21141.02,processing
O00616,C0042,P033,2024-03-15,10,2510.24,5,23847.28,delivered
O00617,C0050,P024,2024-09-29,1,402.94,15,342.5,delivered
O00618,C0099,P011,2024-06-12,3,1288.96,15,3286.85,delivered
O00619,C0127,P021,2024-11-22,2,3458.12,15,5878.8,delivered
O00620,C0060,P007,2024-01-14,1,4063.13,10,3656.82,shipped
O00621,C0086,P045,2024-04-28,2,4024.19,5,7645.96,delivered
O00622,C0007,P027,2024-09-01,1,202.94,0,202.94,processing
O00623,C0145,P050,2024-07-17,1,1742.23,0,1742.23,delivered
O00624,C0061,P016,2024-01-08,1,2502.68,15,2127.28,cancelled
O00625,C0068,P014,2024-02-03,3,4450.74,0,13352.22,cancelled
O00626,C0136,P047,2024-06-15,2,3602.77,15,6124.71,processing
O00627,C0132,P031,2024-11-07,3,2661.41,10,7185.81,delivered
O00628,C0098,P031,2024-10-19,2,2661.41,5,5056.68,delivered
O00629,C0010,P040,2024-08-21,1,2724.58,10,2452.12,delivered
O00630,C0079,P040,2024-01-21,2,2724.58,5,5176.7,delivered
O00631,C0191,P004,2024-08-13,1,1682.61,0,1682.61,delivered
O00632,C0091,P036,2024-05-30,1,2471.25,5,2347.69,delivered
O00633,C0157,P011,2024-11-26,2,1288.96,0,2577.92,shipped
O00634,C0034,P013,2024-12-22,3,1679.66,5,4787.03,delivered
O00635,C0100,P034,2024-08-20,1,1331.02,5,1264.47,shipped
O00636,C0063,P036,2024-06-14,1,2471.25,5,2347.69,processing
O00637,C0051,P008,2024-12-27,1,2304.66,0,2304.66,delivered
O00638,C0160,P030,2024-09-18,3,1878.9,5,5354.87,delivered
O00639,C0167,P030,2024-03-28,1,1878.9,15,1597.07,delivered
O00640,C0198,P011,2024-03-15,1,1288.96,0,1288.96,shipped
O00641,C0130,P021,2024-08-16,1,3458.12,0,3458.12,delivered
O00642,C0041,P014,2024-05-09,1,4450.74,0,4450.74,delivered
O00643,C0152,P041,2024-11-07,5,3567.68,15,15162.64,delivered
O00644,C0178,P037,2024-08-14,2,2276.64,0,4553.28,shipped
O00645,C0079,P042,2024-11-17,1,3974.66,5,3775.93,processing
O00646,C0014,P013,2024-11-30,1,1679.66,0,1679.66,delivered
O00647,C0009,P043,2024-06-01,5,1028.86,0,5144.3,delivered
O00648,C0033,P032,2024-03-23,10,1270.56,5,12070.32,shipped
O00649,C0181,P043,2024-03-31,3,1028.86,20,2469.26,shipped
O00650,C0112,P003,2024-06-02,1,3152.43,0,3152.43,processing
O00651,C0021,P033,2024-02-03,5,2510.24,0,12551.2,delivered
O00652,C0088,P026,2024-09-25,2,739.6,0,1479.2,delivered
O00653,C0016,P007,2024-11-18,2,4063.13,5,7719.95,delivered
O00654,C0183,P020,2024-06-11,2,1553.27,0,3106.54,delivered
O00655,C0189,P027,2024-11-10,10,202.94,5,1927.93,delivered
O00656,C0191,P038,2024-04-02,2,466.31,15,792.73,delivered
O00657,C0092,P014,2024-01-13,1,4450.74,0,4450.74,shipped
O00658,C0065,P047,2024-07-30,10,3602.77,0,36027.7,delivered
O00659,C0193,P015,2024-04-13,1,1951.61,5,1854.03,delivered
O00660,C0021,P021,2024-10-08,1,3458.12,0,3458.12,delivered
O00661,C0104,P026,2024-10-18,1,739.6,5,702.62,delivered
O00662,C0055,P014,2024-06-22,1,4450.74,15,3783.13,delivered
O00663,C0146,P003,2024-09-03,2,3152.43,0,6304.86,delivered
O00664,C0163,P026,2024-07-30,2,739.6,15,1257.32,delivered
O00665,C0159,P021,2024-12-13,2,3458.12,0,6916.24,delivered
O00666,C0065,P043,2024-06-30,3,1028.86,0,3086.58,delivered
O00667,C0008,P026,2024-11-16,10,739.6,5,7026.2,delivered
O00668,C0184,P030,2024-02-29,1,1878.9,15,1597.07,shipped
O00669,C0098,P003,2024-02-14,1,3152.43,0,3152.43,delivered
O00670,C0140,P021,2024-06-03,1,3458.12,0,3458.12,delivered
O00671,C0010,P014,2024-08-15,10,4450.74,5,42282.03,shipped
O00672,C0153,P011,2024-09-04,1,1288.96,10,1160.06,delivered
O00673,C0101,P011,2024-02-20,3,1288.96,10,3480.19,cancelled
O00674,C0041,P015,2024-08-23,3,1951.61,0,5854.83,processing
O00675,C0035,P001,2024-01-23,1,4905.76,5,4660.47,delivered
O00676,C0027,P026,2024-01-24,2,739.6,0,1479.2,shipped
O00677,C0097,P002,2024-06-08,2,3948.93,5,7502.97,delivered
O00678,C0063,P014,2024-09-29,1,4450.74,0,4450.74,delivered
O00679,C0036,P019,2024-05-20,1,1626.41,0,1626.41,cancelled
O00680,C0170,P039,2024-10-04,1,1618.34,0,1618.34,delivered
O00681,C0045,P020,2024-03-28,2,1553.27,0,3106.54,shipped
O00682,C0105,P041,2024-03-07,2,3567.68,0,7135.36,processing
O00683,C0014,P007,2024-02-14,1,4063.13,0,4063.13,delivered
O00684,C0181,P044,2024-12-19,2,160.62,5,305.18,shipped
O00685,C0097,P026,2024-12-31,5,739.6,10,3328.2,processing
O00686,C0025,P036,2024-02-17,2,2471.25,10,4448.25,processing
O00687,C0144,P007,2024-12-16,2,4063.13,5,7719.95,shipped
O00688,C0145,P016,2024-03-14,10,2502.68,15,21272.78,shipped
O00689,C0113,P031,2024-12-06,1,2661.41,0,2661.41,processing
O00690,C0101,P036,2024-02-03,2,2471.25,0,4942.5,delivered
O00691,C0143,P012,2024-06-27,1,1804.15,5,1713.94,delivered
O00692,C0032,P031,2024-02-24,5,2661.41,0,13307.05,shipped
O00693,C0095,P041,2024-10-29,2,3567.68,0,7135.36,shipped
O00694,C0167,P012,2024-07-15,10,1804.15,0,18041.5,delivered
O00695,C0179,P033,2024-08-10,3,2510.24,5,7154.18,delivered
O00696,C0075,P013,2024-02-09,3,1679.66,10,4535.08,shipped
O00697,C0149,P008,2024-08-25,2,2304.66,0,4609.32,delivered
O00698,C0137,P013,2024-07-26,1,1679.66,0,1679.66,delivered
O00699,C0181,P030,2024-11-26,1,1878.9,5,1784.96,delivered
O00700,C0043,P044,2024-11-21,10,160.62,10,1445.58,shipped
O00701,C0200,P011,2024-05-29,2,1288.96,0,2577.92,delivered
O00702,C0062,P015,2024-06-11,3,1951.61,0,5854.83,shipped
O00703,C0095,P033,2024-06-25,3,2510.24,20,6024.58,delivered
O00704,C0186,P039,2024-03-06,2,1618.34,15,2751.18,delivered
O00705,C0167,P004,2024-10-13,1,1682.61,10,1514.35,delivered
O00706,C0090,P002,2024-12-25,1,3948.93,5,3751.48,shipped
O00707,C0119,P031,2024-10-06,1,2661.41,0,2661.41,delivered
O00708,C0043,P014,2024-07-03,2,4450.74,10,8011.33,delivered
O00709,C0040,P010,2024-11-27,1,2591.45,0,2591.45,shipped
O00710,C0149,P033,2024-03-10,10,2510.24,0,25102.4,shipped
O00711,C0128,P036,2024-12-22,5,2471.25,5,11738.44,delivered
O00712,C0058,P036,2024-10-09,2,2471.25,10,4448.25,delivered
O00713,C0070,P013,2024-01-04,2,1679.66,5,3191.35,processing
O00714,C0075,P039,2024-10-06,1,1618.34,5,1537.42,delivered
O00715,C0010,P043,2024-07-07,2,1028.86,0,2057.72,delivered
O00716,C0025,P011,2024-09-26,3,1288.96,20,3093.5,cancelled
O00717,C0089,P036,2024-09-24,2,2471.25,15,4201.12,delivered
O00718,C0145,P049,2024-12-08,3,3222.41,0,9667.23,shipped
O00719,C0176,P021,2024-06-24,2,3458.12,5,6570.43,delivered
O00720,C0141,P039,2024-10-20,10,1618.34,10,14565.06,delivered
O00721,C0093,P020,2024-12-21,1,1553.27,15,1320.28,shipped
O00722,C0171,P018,2024-08-30,1,3024.18,5,2872.97,delivered
O00723,C0198,P020,2024-11-15,5,1553.27,0,7766.35,delivered
O00724,C0040,P039,2024-05-22,1,1618.34,0,1618.34,shipped
O00725,C0088,P018,2024-02-27,1,3024.18,5,2872.97,processing
O00726,C0048,P034,2024-03-30,1,1331.02,0,1331.02,shipped
O00727,C0149,P013,2024-01-17,3,1679.66,0,5038.98,delivered
O00728,C0046,P045,2024-03-19,10,4024.19,10,36217.71,shipped
O00729,C0127,P030,2024-08-13,1,1878.9,10,1691.01,delivered
O00730,C0175,P027,2024-05-15,1,202.94,10,182.65,delivered
O00731,C0052,P036,2024-06-03,1,2471.25,0,2471.25,cancelled
O00732,C0162,P016,2024-12-27,1,2502.68,0,2502.68,delivered
O00733,C0161,P033,2024-08-17,1,2510.24,0,2510.24,delivered
O00734,C0161,P003,2024-09-29,1,3152.43,5,2994.81,cancelled
O00735,C0134,P047,2024-05-19,10,3602.77,0,36027.7,delivered
O00736,C0031,P018,2024-07-19,3,3024.18,0,9072.54,shipped
O00737,C0078,P044,2024-09-23,3,160.62,0,481.86,shipped
O00738,C0058,P024,2024-12-10,2,402.94,0,805.88,delivered
O00739,C0127,P007,2024-12-16,2,4063.13,0,8126.26,delivered
O00740,C0090,P018,2024-01-13,1,3024.18,5,2872.97,delivered
O00741,C0181,P015,2024-11-22,10,1951.61,0,19516.1,cancelled
O00742,C0027,P045,2024-12-02,1,4024.19,10,3621.77,shipped
O00743,C0059,P008,2024-05-09,3,2304.66,0,6913.98,shipped
O00744,C0024,P049,2024-05-21,2,3222.41,10,5800.34,shipped
O00745,C0100,P018,2024-02-07,1,3024.18,0,3024.18,delivered
O00746,C0121,P026,2024-05-12,10,739.6,20,5916.8,delivered
O00747,C0136,P005,2024-04-12,2,4073.13,5,7738.95,delivered
O00748,C0150,P007,2024-08-08,1,4063.13,0,4063.13,shipped
O00749,C0137,P018,2024-02-07,1,3024.18,0,3024.18,shipped
O00750,C0139,P002,2024-03-17,5,3948.93,5,18757.42,delivered
O00751,C0010,P030,2024-12-24,1,1878.9,0,1878.9,delivered
O00752,C0001,P039,2024-09-08,3,1618.34,0,4855.02,delivered
O00753,C0021,P041,2024-07-15,1,3567.68,20,2854.14,processing
O00754,C0148,P008,2024-07-02,2,2304.66,0,4609.32,delivered
O00755,C0016,P049,2024-11-27,10,3222.41,0,32224.1,delivered
O00756,C0106,P006,2024-05-28,5,2339.17,5,11111.06,delivered
O00757,C0011,P030,2024-06-02,3,1878.9,5,5354.87,processing
O00758,C0191,P027,2024-11-19,2,202.94,0,405.88,delivered
O00759,C0010,P014,2024-10-30,1,4450.74,0,4450.74,delivered
O00760,C0164,P050,2024-09-30,1,1742.23,20,1393.78,processing
O00761,C0005,P003,2024-06-21,1,3152.43,10,2837.19,delivered
O00762,C0036,P015,2024-12-07,5,1951.61,5,9270.15,cancelled
O00763,C0163,P011,2024-04-29,3,1288.96,15,3286.85,delivered
O00764,C0045,P038,2024-08-29,3,466.31,15,1189.09,shipped
O00765,C0079,P050,2024-03-29,1,1742.23,5,1655.12,processing
O00766,C0030,P036,2024-10-29,2,2471.25,0,4942.5,processing
O00767,C0035,P038,2024-11-11,2,466.31,0,932.62,processing
O00768,C0132,P026,2024-12-13,5,739.6,0,3698.0,delivered
O00769,C0175,P041,2024-04-19,1,3567.68,10,3210.91,delivered
O00770,C0104,P005,2024-03-13,1,4073.13,10,3665.82,delivered
O00771,C0115,P042,2024-05-04,1,3974.66,15,3378.46,delivered
O00772,C0031,P049,2024-03-21,2,3222.41,0,6444.82,delivered
O00773,C0002,P001,2024-02-15,1,4905.76,10,4415.18,delivered
O00774,C0090,P032,2024-08-31,3,1270.56,5,3621.1,delivered
O00775,C0193,P019,2024-07-29,2,1626.41,0,3252.82,delivered
O00776,C0010,P045,2024-09-12,1,4024.19,5,3822.98,delivered
O00777,C0095,P027,2024-10-12,2,202.94,0,405.88,delivered
O00778,C0161,P007,2024-10-03,2,4063.13,5,7719.95,delivered
O00779,C0190,P015,2024-04-09,1,1951.61,0,1951.61,delivered
O00780,C0146,P038,2024-12-09,1,466.31,15,396.36,delivered
