payment_id,order_id,amount,payment_method,payment_date,status
PAY00457,O00457,1713.94,PayPal,2024-07-30,completed
PAY00458,O00458,10808.31,ACH,2024-05-18,completed
PAY00459,O00459,8048.38,ACH,2024-04-27,completed
PAY00460,O00460,8456.41,ACH,2024-09-17,completed
PAY00461,O00461,3859.97,ACH,2024-11-11,completed
PAY00462,O00462,4855.02,Wire Transfer,2024-02-19,pending
PAY00463,O00463,16946.48,ACH,2024-12-15,completed
PAY00464,O00464,9457.29,Invoice,2024-08-09,completed
PAY00465,O00465,385.59,ACH,2024-12-24,completed
PAY00466,O00466,6829.92,Invoice,2024-02-13,completed
PAY00467,O00467,2721.76,ACH,2024-12-30,pending
PAY00468,O00468,4378.85,Invoice,2024-07-13,completed
PAY00469,O00469,1270.56,PayPal,2024-03-21,completed
PAY00470,O00470,6778.59,ACH,2024-07-06,refunded
PAY00471,O00471,3903.22,Invoice,2024-10-13,completed
PAY00472,O00472,2162.81,Wire Transfer,2024-06-08,completed
PAY00473,O00473,12957.25,ACH,2024-12-06,pending
PAY00474,O00474,3656.82,ACH,2024-07-27,completed
PAY00475,O00475,1682.61,Invoice,2024-11-24,pending
PAY00476,O00476,22766.4,Invoice,2024-08-12,completed
PAY00477,O00477,3976.59,PayPal,2024-07-15,completed
PAY00478,O00478,2724.58,Credit Card,2024-11-04,pending
PAY00479,O00479,6444.82,PayPal,2024-01-08,completed
PAY00480,O00480,1475.61,Invoice,2024-11-04,completed
PAY00481,O00481,5412.45,ACH,2024-07-04,completed
PAY00482,O00482,23391.7,PayPal,2024-07-26,completed
PAY00483,O00483,8901.48,PayPal,2024-12-29,completed
PAY00484,O00484,39746.6,Wire Transfer,2024-06-27,completed
PAY00485,O00485,34205.62,Credit Card,2024-08-22,completed
PAY00486,O00486,3191.35,ACH,2024-02-24,completed
PAY00487,O00487,9794.81,Wire Transfer,2024-05-13,completed
PAY00488,O00488,8618.91,Wire Transfer,2024-07-15,completed
PAY00489,O00489,6301.69,Credit Card,2024-10-27,completed
PAY00490,O00490,3869.47,ACH,2024-04-24,completed
PAY00491,O00491,12070.32,Wire Transfer,2024-09-22,completed
PAY00492,O00492,3811.11,Invoice,2024-07-25,completed
PAY00493,O00493,39746.6,Wire Transfer,2024-09-01,completed
PAY00494,O00494,1382.45,Wire Transfer,2024-12-17,completed
PAY00495,O00495,12035.1,Wire Transfer,2024-05-18,completed
PAY00496,O00496,3602.77,Wire Transfer,2024-02-24,completed
PAY00497,O00497,746.1,PayPal,2024-10-06,completed
PAY00498,O00498,3062.35,PayPal,2024-10-22,completed
PAY00499,O00499,1626.41,Invoice,2024-10-25,completed
PAY00500,O00500,21628.08,Wire Transfer,2024-01-18,completed
PAY00501,O00501,23476.88,Wire Transfer,2024-12-23,completed
PAY00502,O00502,13981.42,Invoice,2024-07-16,completed
PAY00503,O00503,3024.18,PayPal,2024-05-17,pending
PAY00504,O00504,739.6,Credit Card,2024-09-12,completed
PAY00505,O00505,9253.2,PayPal,2024-05-26,completed
PAY00506,O00506,11262.06,Invoice,2024-05-21,completed
PAY00507,O00507,4450.74,Invoice,2024-03-17,completed
PAY00508,O00508,442.99,PayPal,2024-11-19,completed
PAY00509,O00509,3458.12,ACH,2024-10-19,completed
PAY00510,O00510,1682.61,PayPal,2024-05-13,completed
PAY00511,O00511,702.62,Wire Transfer,2024-07-05,refunded
PAY00512,O00512,202.94,Wire Transfer,2024-03-06,completed
PAY00513,O00513,8456.41,Wire Transfer,2024-11-29,completed
PAY00514,O00514,202.94,ACH,2024-09-21,completed
PAY00515,O00515,3569.91,Wire Transfer,2024-08-27,completed
PAY00516,O00516,16112.05,Credit Card,2024-06-24,completed
PAY00517,O00517,4073.13,Credit Card,2024-06-25,completed
PAY00518,O00518,3252.82,PayPal,2024-07-21,completed
PAY00519,O00519,321.24,PayPal,2024-08-20,completed
PAY00520,O00520,7774.35,PayPal,2024-12-07,completed
PAY00521,O00521,1951.61,PayPal,2024-02-22,failed
PAY00522,O00522,3775.93,Wire Transfer,2024-07-24,failed
PAY00523,O00523,5745.94,PayPal,2024-02-15,completed
PAY00524,O00524,2502.68,Invoice,2024-05-26,completed
PAY00525,O00525,1804.15,Credit Card,2024-12-06,completed
PAY00526,O00526,21005.62,Credit Card,2024-10-05,failed
PAY00527,O00527,3567.68,Wire Transfer,2024-11-01,completed
PAY00528,O00528,4769.46,ACH,2024-11-23,completed
PAY00529,O00529,3567.68,PayPal,2024-02-17,completed
PAY00530,O00530,1224.51,PayPal,2024-01-02,completed
PAY00531,O00531,202.94,Wire Transfer,2024-10-01,failed
PAY00532,O00532,3112.31,Invoice,2024-08-09,completed
PAY00533,O00533,3378.46,Invoice,2024-07-29,completed
PAY00534,O00534,5412.45,ACH,2024-11-27,completed
PAY00535,O00535,4444.42,Wire Transfer,2024-05-05,completed
PAY00536,O00536,1463.77,Invoice,2024-09-30,completed
PAY00537,O00537,1595.68,Credit Card,2024-02-26,completed
PAY00538,O00538,7205.54,Invoice,2024-06-14,completed
PAY00539,O00539,3948.93,Invoice,2024-02-25,completed
PAY00540,O00540,4905.76,Wire Transfer,2024-03-19,completed
PAY00541,O00541,8299.49,Wire Transfer,2024-09-13,completed
PAY00542,O00542,739.6,Wire Transfer,2024-03-17,completed
PAY00543,O00543,6065.06,Invoice,2024-04-08,completed
PAY00544,O00544,4905.76,PayPal,2024-12-31,completed
PAY00545,O00545,12035.1,PayPal,2024-01-18,completed
PAY00546,O00546,8173.74,Wire Transfer,2024-04-17,completed
PAY00547,O00547,362.65,Invoice,2024-01-24,pending
PAY00548,O00548,6048.36,Wire Transfer,2024-06-04,completed
PAY00549,O00549,2304.66,Wire Transfer,2024-08-10,completed
PAY00550,O00550,160.62,Credit Card,2024-05-04,completed
PAY00551,O00551,4024.19,Credit Card,2024-02-16,failed
PAY00552,O00552,7396.0,PayPal,2024-11-19,completed
PAY00553,O00553,10703.04,Invoice,2024-03-08,completed
PAY00554,O00554,4704.02,Invoice,2024-08-14,completed
PAY00555,O00555,517.5,ACH,2024-05-11,completed
PAY00556,O00556,3974.66,Wire Transfer,2024-12-25,completed
PAY00557,O00557,202.94,Wire Transfer,2024-08-30,completed
PAY00558,O00558,1804.15,Credit Card,2024-03-21,pending
PAY00559,O00559,3516.22,ACH,2024-11-24,completed
PAY00560,O00560,18013.85,PayPal,2024-11-16,completed
PAY00561,O00561,16946.48,Credit Card,2024-04-09,completed
PAY00562,O00562,2577.92,Credit Card,2024-06-15,completed
PAY00563,O00563,7356.37,PayPal,2024-01-24,completed
PAY00564,O00564,4450.74,ACH,2024-04-09,pending
PAY00565,O00565,885.99,Credit Card,2024-12-26,completed
PAY00566,O00566,10261.68,ACH,2024-01-10,pending
PAY00567,O00567,4678.34,PayPal,2024-11-26,completed
PAY00568,O00568,4996.73,PayPal,2024-01-31,completed
PAY00569,O00569,17310.8,Credit Card,2024-02-12,refunded
PAY00570,O00570,12189.39,Credit Card,2024-09-30,completed
PAY00571,O00571,7622.23,ACH,2024-04-01,completed
PAY00572,O00572,6444.82,PayPal,2024-12-14,completed
PAY00573,O00573,5412.45,ACH,2024-10-10,completed
PAY00574,O00574,30325.28,Credit Card,2024-08-17,pending
PAY00575,O00575,1813.23,Credit Card,2024-08-02,pending
PAY00576,O00576,4024.19,ACH,2024-10-07,completed
PAY00577,O00577,14805.12,Credit Card,2024-08-18,pending
PAY00578,O00578,3106.54,Invoice,2024-09-23,failed
PAY00579,O00579,29394.02,Invoice,2024-04-19,completed
PAY00580,O00580,6756.92,Credit Card,2024-10-21,completed
PAY00581,O00581,2471.25,Invoice,2024-03-13,completed
PAY00582,O00582,2502.68,ACH,2024-06-04,completed
PAY00583,O00583,12219.39,PayPal,2024-09-04,completed
PAY00584,O00584,8126.26,Invoice,2024-06-05,completed
PAY00585,O00585,7017.51,Wire Transfer,2024-06-20,completed
PAY00586,O00586,10370.97,ACH,2024-04-29,pending
PAY00587,O00587,9667.23,ACH,2024-07-17,completed
PAY00588,O00588,6778.59,Credit Card,2024-06-17,completed
PAY00589,O00589,25283.4,PayPal,2024-11-02,completed
PAY00590,O00590,4659.81,ACH,2024-03-16,completed
PAY00591,O00591,3365.22,Wire Transfer,2024-05-15,completed
PAY00592,O00592,5182.9,PayPal,2024-04-12,completed
PAY00593,O00593,7949.32,PayPal,2024-09-26,completed
PAY00594,O00594,1208.82,Wire Transfer,2024-10-23,completed
PAY00595,O00595,1850.64,Wire Transfer,2024-06-13,completed
PAY00596,O00596,16237.35,PayPal,2024-11-13,pending
PAY00597,O00597,2577.92,PayPal,2024-04-30,completed
PAY00598,O00598,5876.88,Credit Card,2024-05-07,refunded
PAY00599,O00599,4905.76,ACH,2024-02-29,completed
PAY00600,O00600,5854.83,PayPal,2024-04-20,completed
PAY00601,O00601,7551.85,Invoice,2024-03-15,failed
PAY00602,O00602,1606.2,ACH,2024-09-28,completed
PAY00603,O00603,13352.22,Invoice,2024-11-14,completed
PAY00604,O00604,3869.47,Wire Transfer,2024-05-19,completed
PAY00605,O00605,4063.13,PayPal,2024-12-01,refunded
PAY00606,O00606,34536.61,PayPal,2024-09-07,completed
PAY00607,O00607,8456.41,Credit Card,2024-08-25,failed
PAY00608,O00608,40117.0,ACH,2024-06-07,failed
PAY00609,O00609,3948.93,Invoice,2024-06-30,completed
PAY00610,O00610,8132.05,Wire Transfer,2024-11-17,completed
PAY00611,O00611,39746.6,Credit Card,2024-04-26,completed
PAY00612,O00612,2461.88,PayPal,2024-07-16,completed
PAY00613,O00613,5005.36,Invoice,2024-10-23,failed
PAY00614,O00614,1479.2,Wire Transfer,2024-03-08,completed
PAY00615,O00615,21141.02,Credit Card,2024-06-10,completed
PAY00616,O00616,23847.28,PayPal,2024-03-15,completed
PAY00617,O00617,342.5,Wire Transfer,2024-10-02,completed
PAY00618,O00618,3286.85,ACH,2024-06-12,completed
PAY00619,O00619,5878.8,ACH,2024-11-22,pending
PAY00620,O00620,3656.82,PayPal,2024-01-17,completed
PAY00621,O00621,7645.96,PayPal,2024-05-01,completed
PAY00622,O00622,202.94,Wire Transfer,2024-09-03,pending
PAY00623,O00623,1742.23,ACH,2024-07-18,completed
PAY00624,O00624,2127.28,Invoice,2024-01-10,refunded
PAY00625,O00625,13352.22,Credit Card,2024-02-03,failed
PAY00626,O00626,6124.71,Wire Transfer,2024-06-15,completed
PAY00627,O00627,7185.81,Credit Card,2024-11-10,completed
PAY00628,O00628,5056.68,Credit Card,2024-10-20,pending
PAY00629,O00629,2452.12,Credit Card,2024-08-22,completed
PAY00630,O00630,5176.7,ACH,2024-01-23,completed
PAY00631,O00631,1682.61,Credit Card,2024-08-13,completed
PAY00632,O00632,2347.69,ACH,2024-06-01,completed
PAY00633,O00633,2577.92,Credit Card,2024-11-26,completed
PAY00634,O00634,4787.03,Wire Transfer,2024-12-23,completed
PAY00635,O00635,1264.47,Credit Card,2024-08-23,pending
PAY00636,O00636,2347.69,Invoice,2024-06-16,completed
PAY00637,O00637,2304.66,Invoice,2024-12-27,pending
PAY00638,O00638,5354.87,PayPal,2024-09-18,completed
PAY00639,O00639,1597.07,Wire Transfer,2024-03-30,completed
PAY00640,O00640,1288.96,PayPal,2024-03-15,completed
PAY00641,O00641,3458.12,Credit Card,2024-08-18,completed
PAY00642,O00642,4450.74,Wire Transfer,2024-05-11,completed
PAY00643,O00643,15162.64,ACH,2024-11-10,completed
PAY00644,O00644,4553.28,ACH,2024-08-16,failed
PAY00645,O00645,3775.93,PayPal,2024-11-20,completed
PAY00646,O00646,1679.66,ACH,2024-12-01,pending
PAY00647,O00647,5144.3,Wire Transfer,2024-06-02,completed
PAY00648,O00648,12070.32,Credit Card,2024-03-24,completed
PAY00649,O00649,2469.26,Wire Transfer,2024-03-31,completed
PAY00650,O00650,3152.43,Wire Transfer,2024-06-05,completed
PAY00651,O00651,12551.2,ACH,2024-02-03,completed
PAY00652,O00652,1479.2,Invoice,2024-09-27,completed
PAY00653,O00653,7719.95,PayPal,2024-11-21,completed
PAY00654,O00654,3106.54,Wire Transfer,2024-06-13,completed
PAY00655,O00655,1927.93,ACH,2024-11-10,pending
PAY00656,O00656,792.73,ACH,2024-04-03,completed
PAY00657,O00657,4450.74,ACH,2024-01-13,completed
PAY00658,O00658,36027.7,PayPal,2024-08-02,completed
PAY00659,O00659,1854.03,ACH,2024-04-16,completed
PAY00660,O00660,3458.12,PayPal,2024-10-10,completed
PAY00661,O00661,702.62,Credit Card,2024-10-19,completed
PAY00662,O00662,3783.13,ACH,2024-06-23,pending
PAY00663,O00663,6304.86,ACH,2024-09-06,completed
PAY00664,O00664,1257.32,Wire Transfer,2024-07-31,completed
PAY00665,O00665,6916.24,ACH,2024-12-16,completed
PAY00666,O00666,3086.58,PayPal,2024-07-01,pending
PAY00667,O00667,7026.2,ACH,2024-11-16,completed
PAY00668,O00668,1597.07,ACH,2024-03-02,completed
PAY00669,O00669,3152.43,Invoice,2024-02-17,completed
PAY00670,O00670,3458.12,ACH,2024-06-04,completed
PAY00671,O00671,42282.03,Invoice,2024-08-17,completed
PAY00672,O00672,1160.06,PayPal,2024-09-05,completed
PAY00673,O00673,3480.19,Invoice,2024-02-23,refunded
PAY00674,O00674,5854.83,Credit Card,2024-08-26,completed
PAY00675,O00675,4660.47,PayPal,2024-01-23,completed
PAY00676,O00676,1479.2,PayPal,2024-01-24,completed
PAY00677,O00677,7502.97,PayPal,2024-06-11,pending
PAY00678,O00678,4450.74,ACH,2024-09-30,pending
PAY00679,O00679,1626.41,ACH,2024-05-23,refunded
PAY00680,O00680,1618.34,Wire Transfer,2024-10-04,completed
PAY00681,O00681,3106.54,PayPal,2024-03-30,completed
PAY00682,O00682,7135.36,Credit Card,2024-03-08,completed
PAY00683,O00683,4063.13,Wire Transfer,2024-02-17,completed
PAY00684,O00684,305.18,Credit Card,2024-12-22,completed
PAY00685,O00685,3328.2,Invoice,2025-01-02,failed
PAY00686,O00686,4448.25,Credit Card,2024-02-20,pending
PAY00687,O00687,7719.95,Invoice,2024-12-18,completed
PAY00688,O00688,21272.78,Invoice,2024-03-17,completed
PAY00689,O00689,2661.41,Credit Card,2024-12-08,completed
PAY00690,O00690,4942.5,Invoice,2024-02-06,pending
PAY00691,O00691,1713.94,Invoice,2024-06-28,completed
PAY00692,O00692,13307.05,PayPal,2024-02-24,completed
PAY00693,O00693,7135.36,PayPal,2024-10-30,completed
PAY00694,O00694,18041.5,ACH,2024-07-16,completed
PAY00695,O00695,7154.18,ACH,2024-08-12,completed
PAY00696,O00696,4535.08,Wire Transfer,2024-02-12,completed
PAY00697,O00697,4609.32,Credit Card,2024-08-27,completed
PAY00698,O00698,1679.66,ACH,2024-07-28,completed
PAY00699,O00699,1784.96,Credit Card,2024-11-26,failed
PAY00700,O00700,1445.58,Credit Card,2024-11-21,failed
PAY00701,O00701,2577.92,ACH,2024-05-29,failed
PAY00702,O00702,5854.83,PayPal,2024-06-11,failed
PAY00703,O00703,6024.58,Invoice,2024-06-28,completed
PAY00704,O00704,2751.18,Credit Card,2024-03-08,completed
PAY00705,O00705,1514.35,ACH,2024-10-13,completed
PAY00706,O00706,3751.48,Invoice,2024-12-26,completed
PAY00707,O00707,2661.41,Invoice,2024-10-06,pending
PAY00708,O00708,8011.33,Credit Card,2024-07-03,pending
PAY00709,O00709,2591.45,Wire Transfer,2024-11-29,completed
PAY00710,O00710,25102.4,PayPal,2024-03-11,completed
PAY00711,O00711,11738.44,Credit Card,2024-12-24,failed
PAY00712,O00712,4448.25,PayPal,2024-10-12,completed
PAY00713,O00713,3191.35,Wire Transfer,2024-01-07,completed
PAY00714,O00714,1537.42,Invoice,2024-10-09,completed
PAY00715,O00715,2057.72,Wire Transfer,2024-07-07,completed
PAY00716,O00716,3093.5,PayPal,2024-09-29,failed
PAY00717,O00717,4201.12,Wire Transfer,2024-09-26,completed
PAY00718,O00718,9667.23,PayPal,2024-12-08,pending
PAY00719,O00719,6570.43,Credit Card,2024-06-26,completed
PAY00720,O00720,14565.06,ACH,2024-10-22,failed
PAY00721,O00721,1320.28,ACH,2024-12-21,completed
PAY00722,O00722,2872.97,Wire Transfer,2024-08-30,pending
PAY00723,O00723,7766.35,Invoice,2024-11-15,pending
PAY00724,O00724,1618.34,Invoice,2024-05-25,completed
PAY00725,O00725,2872.97,Credit Card,2024-02-29,failed
PAY00726,O00726,1331.02,ACH,2024-03-30,completed
PAY00727,O00727,5038.98,ACH,2024-01-20,completed
PAY00728,O00728,36217.71,Credit Card,2024-03-19,completed
PAY00729,O00729,1691.01,ACH,2024-08-14,pending
PAY00730,O00730,182.65,ACH,2024-05-16,pending
PAY00731,O00731,2471.25,Credit Card,2024-06-06,failed
PAY00732,O00732,2502.68,Credit Card,2024-12-29,failed
PAY00733,O00733,2510.24,PayPal,2024-08-19,completed
PAY00734,O00734,2994.81,ACH,2024-09-29,refunded
PAY00735,O00735,36027.7,Wire Transfer,2024-05-19,completed
PAY00736,O00736,9072.54,ACH,2024-07-19,pending
PAY00737,O00737,481.86,ACH,2024-09-25,completed
PAY00738,O00738,805.88,Wire Transfer,2024-12-10,completed
PAY00739,O00739,8126.26,Wire Transfer,2024-12-16,completed
PAY00740,O00740,2872.97,Invoice,2024-01-15,completed
PAY00741,O00741,19516.1,Invoice,2024-11-24,refunded
PAY00742,O00742,3621.77,PayPal,2024-12-02,completed
PAY00743,O00743,6913.98,ACH,2024-05-09,completed
PAY00744,O00744,5800.34,Credit Card,2024-05-24,pending
PAY00745,O00745,3024.18,Credit Card,2024-02-09,completed
PAY00746,O00746,5916.8,Invoice,2024-05-12,completed
PAY00747,O00747,7738.95,Credit Card,2024-04-15,completed
PAY00748,O00748,4063.13,PayPal,2024-08-10,completed
PAY00749,O00749,3024.18,Wire Transfer,2024-02-09,completed
PAY00750,O00750,18757.42,Credit Card,2024-03-18,completed
PAY00751,O00751,1878.9,Invoice,2024-12-25,completed
PAY00752,O00752,4855.02,Credit Card,2024-09-08,completed
PAY00753,O00753,2854.14,Wire Transfer,2024-07-16,completed
PAY00754,O00754,4609.32,PayPal,2024-07-03,completed
PAY00755,O00755,32224.1,Invoice,2024-11-29,completed
PAY00756,O00756,11111.06,PayPal,2024-05-29,completed
PAY00757,O00757,5354.87,PayPal,2024-06-02,completed
PAY00758,O00758,405.88,Wire Transfer,2024-11-22,completed
PAY00759,O00759,4450.74,ACH,2024-11-01,pending
PAY00760,O00760,1393.78,Invoice,2024-10-03,completed
PAY00761,O00761,2837.19,Invoice,2024-06-22,completed
PAY00762,O00762,9270.15,ACH,2024-12-10,refunded
PAY00763,O00763,3286.85,Credit Card,2024-05-02,completed
PAY00764,O00764,1189.09,Invoice,2024-09-01,failed
PAY00765,O00765,1655.12,Wire Transfer,2024-03-31,completed
PAY00766,O00766,4942.5,Wire Transfer,2024-10-29,completed
PAY00767,O00767,932.62,Wire Transfer,2024-11-11,completed
PAY00768,O00768,3698.0,Credit Card,2024-12-13,failed
PAY00769,O00769,3210.91,Wire Transfer,2024-04-20,completed
PAY00770,O00770,3665.82,Invoice,2024-03-13,completed
PAY00771,O00771,3378.46,Credit Card,2024-05-05,completed
PAY00772,O00772,6444.82,PayPal,2024-03-21,pending
PAY00773,O00773,4415.18,PayPal,2024-02-16,completed
PAY00774,O00774,3621.1,ACH,2024-08-31,completed
PAY00775,O00775,3252.82,PayPal,2024-08-01,completed
PAY00776,O00776,3822.98,PayPal,2024-09-14,completed
PAY00777,O00777,405.88,Wire Transfer,2024-10-13,completed
PAY00778,O00778,7719.95,Wire Transfer,2024-10-04,completed
PAY00779,O00779,1951.61,PayPal,2024-04-11,completed
PAY00780,O00780,396.36,PayPal,2024-12-09,completed
PAY00781,O00781,1553.27,Credit Card,2024-05-08,completed
PAY00782,O00782,2679.57,Wire Transfer,2024-01-29,completed
PAY00783,O00783,792.73,Wire Transfer,2024-02-08,completed
PAY00784,O00784,144.56,PayPal,2024-04-12,completed
PAY00785,O00785,2304.66,Invoice,2024-02-23,completed
PAY00786,O00786,9394.5,ACH,2024-02-10,completed
PAY00787,O00787,1288.96,PayPal,2024-11-09,completed
PAY00788,O00788,7413.75,PayPal,2024-11-21,completed
PAY00789,O00789,2591.45,Wire Transfer,2024-10-20,failed
PAY00790,O00790,4942.5,Wire Transfer,2024-06-27,completed
PAY00791,O00791,30612.9,PayPal,2024-03-29,completed
PAY00792,O00792,4678.34,Invoice,2024-09-25,failed
PAY00793,O00793,11383.2,Credit Card,2024-05-23,completed
PAY00794,O00794,4011.7,Invoice,2024-10-25,failed
PAY00795,O00795,4115.44,ACH,2024-08-01,completed
PAY00796,O00796,1618.34,PayPal,2024-09-30,pending
PAY00797,O00797,2528.94,Wire Transfer,2024-02-12,completed
PAY00798,O00798,1951.61,Wire Transfer,2024-06-02,failed
PAY00799,O00799,6146.93,PayPal,2024-03-24,completed
PAY00800,O00800,35540.37,Wire Transfer,2024-08-25,failed
PAY00801,O00801,4787.03,Invoice,2024-07-10,failed
PAY00802,O00802,3222.41,Credit Card,2024-12-21,completed
PAY00803,O00803,4635.27,Credit Card,2024-11-10,completed
PAY00804,O00804,17113.16,ACH,2024-02-01,completed
PAY00805,O00805,1682.61,Invoice,2024-07-08,completed
PAY00806,O00806,3359.32,Invoice,2024-12-29,completed
PAY00807,O00807,24618.78,Credit Card,2024-05-04,completed
PAY00808,O00808,5854.83,Wire Transfer,2024-04-26,completed
PAY00809,O00809,2510.24,ACH,2024-02-04,completed
PAY00810,O00810,12260.61,Invoice,2024-08-29,completed
PAY00811,O00811,2795.89,Wire Transfer,2024-07-10,failed
PAY00812,O00812,22253.7,Credit Card,2024-08-22,completed
PAY00813,O00813,15532.7,Wire Transfer,2024-02-10,completed
PAY00814,O00814,442.99,Wire Transfer,2024-04-14,completed
PAY00815,O00815,10799.76,Credit Card,2024-10-04,completed
PAY00816,O00816,3993.06,Wire Transfer,2024-01-14,completed
PAY00817,O00817,5176.7,Wire Transfer,2024-07-30,completed
PAY00818,O00818,885.99,ACH,2024-12-22,completed
PAY00819,O00819,6916.24,Credit Card,2024-06-08,completed
PAY00820,O00820,18506.4,Wire Transfer,2024-01-28,failed
PAY00821,O00821,34226.32,Invoice,2024-12-31,completed
PAY00822,O00822,1288.96,Invoice,2024-03-02,completed
PAY00823,O00823,1331.02,Credit Card,2024-04-05,completed
PAY00824,O00824,192.79,Invoice,2024-08-19,completed
PAY00825,O00825,19589.61,PayPal,2024-07-26,completed
PAY00826,O00826,322.35,PayPal,2024-10-07,pending
PAY00827,O00827,10814.04,Credit Card,2024-10-20,pending
PAY00828,O00828,1885.98,Invoice,2024-09-03,completed
PAY00829,O00829,2189.43,ACH,2024-07-27,completed
PAY00830,O00830,2222.21,Invoice,2024-11-10,pending
PAY00831,O00831,1545.09,Credit Card,2024-02-12,completed
PAY00832,O00832,1618.34,ACH,2024-09-08,failed
PAY00833,O00833,1850.64,Wire Transfer,2024-08-07,completed
PAY00834,O00834,172.5,Wire Transfer,2024-08-17,completed
PAY00835,O00835,6352.8,Wire Transfer,2024-05-28,pending
PAY00836,O00836,1207.03,PayPal,2024-10-27,completed
PAY00837,O00837,18213.12,Credit Card,2024-09-26,completed
PAY00838,O00838,1784.96,ACH,2024-07-29,completed
PAY00839,O00839,7154.39,PayPal,2024-10-19,completed
PAY00840,O00840,1878.9,Wire Transfer,2024-09-08,completed
PAY00841,O00841,6916.24,Wire Transfer,2024-08-25,completed
PAY00842,O00842,2721.76,PayPal,2024-11-24,completed
PAY00843,O00843,2640.56,Wire Transfer,2024-09-09,completed
PAY00844,O00844,5531.18,Credit Card,2024-09-12,completed
PAY00845,O00845,273.05,ACH,2024-08-12,completed
PAY00846,O00846,2304.66,PayPal,2024-10-23,completed
PAY00847,O00847,1430.22,PayPal,2024-08-25,completed
PAY00848,O00848,1598.48,Invoice,2024-08-03,failed
PAY00849,O00849,1320.28,ACH,2024-11-26,pending
PAY00850,O00850,4535.08,Credit Card,2024-11-03,completed
PAY00851,O00851,3285.21,PayPal,2024-12-25,completed
PAY00852,O00852,1014.7,Credit Card,2024-01-10,completed
PAY00853,O00853,1270.56,Wire Transfer,2024-03-24,pending
PAY00854,O00854,12684.61,Invoice,2024-10-14,pending
PAY00855,O00855,9632.74,Invoice,2024-12-25,pending
PAY00856,O00856,3462.16,Credit Card,2024-03-09,completed
PAY00857,O00857,1573.04,Wire Transfer,2024-08-15,completed
PAY00858,O00858,4535.08,Invoice,2024-01-15,completed
PAY00859,O00859,3866.88,Wire Transfer,2024-06-06,pending
PAY00860,O00860,7530.72,ACH,2024-02-27,completed
PAY00861,O00861,2837.19,ACH,2024-01-17,completed
PAY00862,O00862,2276.64,Wire Transfer,2024-05-10,completed
PAY00863,O00863,12189.39,Wire Transfer,2024-11-07,completed
PAY00864,O00864,182.65,Credit Card,2024-03-16,refunded
PAY00865,O00865,182.65,Credit Card,2024-09-16,completed
PAY00866,O00866,925.97,ACH,2024-10-23,completed
PAY00867,O00867,1553.27,ACH,2024-10-04,completed
PAY00868,O00868,8091.7,Credit Card,2024-08-31,completed
PAY00869,O00869,3250.5,Credit Card,2024-06-30,completed
PAY00870,O00870,5005.36,Invoice,2024-06-10,completed
PAY00871,O00871,1398.93,PayPal,2024-12-27,completed
PAY00872,O00872,805.88,PayPal,2024-07-16,failed
PAY00873,O00873,1331.02,Credit Card,2024-07-29,completed
PAY00874,O00874,17310.8,Wire Transfer,2024-08-31,completed
PAY00875,O00875,1398.93,PayPal,2024-07-23,failed
PAY00876,O00876,2189.43,ACH,2024-07-26,refunded
PAY00877,O00877,4073.13,Invoice,2024-04-11,completed
PAY00878,O00878,2074.19,ACH,2024-08-08,pending
PAY00879,O00879,136.53,Wire Transfer,2024-11-25,completed
PAY00880,O00880,26614.1,Invoice,2024-09-20,completed
PAY00881,O00881,2304.66,PayPal,2024-09-13,refunded
PAY00882,O00882,12189.39,PayPal,2024-02-07,completed
PAY00883,O00883,3757.8,Credit Card,2024-06-16,completed
PAY00884,O00884,10997.45,PayPal,2024-09-24,completed
PAY00885,O00885,4426.82,Credit Card,2024-09-10,completed
PAY00886,O00886,2854.14,Invoice,2024-01-19,completed
PAY00887,O00887,3757.8,Invoice,2024-07-14,completed
PAY00888,O00888,10135.38,Wire Transfer,2024-06-07,completed
PAY00889,O00889,2591.45,ACH,2024-07-19,completed
PAY00890,O00890,11923.98,ACH,2024-10-19,completed
PAY00891,O00891,1618.34,Invoice,2024-05-15,failed
PAY00892,O00892,608.82,Invoice,2024-05-25,completed
PAY00893,O00893,11661.53,Credit Card,2024-06-30,completed
PAY00894,O00894,739.6,PayPal,2024-08-08,completed
PAY00895,O00895,5047.83,Invoice,2024-05-09,completed
PAY00896,O00896,20365.65,Invoice,2024-02-28,completed
PAY00897,O00897,5989.62,Wire Transfer,2024-08-05,completed
PAY00898,O00898,11846.79,Credit Card,2024-10-30,completed
PAY00899,O00899,1691.01,ACH,2024-02-23,pending
PAY00900,O00900,1479.2,Invoice,2024-12-07,pending
PAY00901,O00901,2259.22,ACH,2024-11-21,pending
PAY00902,O00902,1951.61,Wire Transfer,2024-01-27,completed
PAY00903,O00903,9727.48,PayPal,2024-02-20,completed
PAY00904,O00904,665.64,Invoice,2024-10-18,pending
PAY00905,O00905,547.94,Invoice,2024-11-30,completed
PAY00906,O00906,7530.72,ACH,2024-06-12,completed
PAY00907,O00907,3236.68,Wire Transfer,2024-10-07,completed
PAY00908,O00908,3191.35,Wire Transfer,2024-04-21,completed
PAY00909,O00909,14637.69,PayPal,2024-10-01,completed
PAY00910,O00910,2932.25,Wire Transfer,2024-01-31,completed
PAY00911,O00911,3610.53,ACH,2024-12-17,pending
PAY00912,O00912,1913.97,Wire Transfer,2024-02-05,completed
PAY00913,O00913,2951.21,Credit Card,2024-05-13,completed
